"","state_abrv","date","positive","positiveIncrease","positiveIncrease2","positiveCasesViral","positivePCRincrease","negative","negativePCRincrease","PCRincrease","pct_positive","state","CENSUS2010POP","POPESTIMATE2019","newcase_incidence","PCR_incidence","newcase_7MA","PCR_7MA","positivity_7MA","date_fmt"
"914","NE",20200615,16725,92,92,16725,92,121030,1548,1640,5.60975609756098,"Nebraska",1826341,1934408,4.75597702242753,84.7804599650126,8.05709771967149,120.730919817772,6.78520346854191,2020-06-15
"915","NM",20200615,9723,102,102,9723,102,253942,4569,4671,2.18368657675016,"New Mexico",2059179,2096829,4.86448823437677,222.764946497783,5.33458583685855,199.553025749153,2.59363106520655,2020-06-15
"916","OK",20200615,8417,186,186,8417,186,242587,0,186,100,"Oklahoma",3751351,3956971,4.70056515450834,4.70056515450834,4.37564129590177,105.423351057448,30.9524841360054,2020-06-15
"917","CO",20200615,29130,113,113,26523,115,219955,4329,4444,2.58775877587759,"Colorado",5029196,5758736,1.96223615737898,77.1697122424087,2.80071380743473,67.6016403599679,4.13115181123313,2020-06-15
"918","AZ",20200615,36705,1014,1014,36377,1003,308552,6198,7201,13.9286210248577,"Arizona",6392017,7278717,13.931026580646,98.9322706185719,17.7170156302468,108.219621672336,17.7731140132353,2020-06-15
"919","TX",20200615,89108,1254,1254,89108,1254,1225653,17524,18778,6.67802747896475,"Texas",25145561,28995881,4.32475219497555,64.7609224220502,6.64724955737186,95.7993210927343,8.18856131526448,2020-06-15
"920","UT",20200615,14608,295,295,14608,295,258330,4930,5225,5.64593301435407,"Utah",2763885,3205958,9.20161773797411,162.977805698016,10.1863913554522,133.853460160293,7.82673962912982,2020-06-15
"921","WY",20200615,1060,0,0,841,0,31546,NA,NA,NA,"Wyoming",563626,578759,0,NA,2.46833557417065,106.261846468046,3.26765555894484,2020-06-15
"922","KS",20200616,11419,0,0,NA,0,125543,0,0,NA,"Kansas",2853118,2913314,0,0,3.77086516788588,85.5824574448794,4.31133498700629,2020-06-16
"923","NE",20200616,16851,126,126,16851,126,122662,1632,1758,7.16723549488055,"Nebraska",1826341,1934408,6.51362070462901,90.8805174503,8.11617817957742,124.22405200971,6.49725434246314,2020-06-16
"924","NM",20200616,9845,122,122,9845,122,258076,4134,4256,2.86654135338346,"New Mexico",2059179,2096829,5.81830945680358,202.973156132427,5.33458583685855,198.394814264778,2.61198142030804,2020-06-16
"925","OK",20200616,8645,228,228,8645,228,253160,10573,10801,2.11091565595778,"Oklahoma",3751351,3956971,5.76198309262312,272.961313085186,4.62835985259576,100.23540011503,31.0696062824534,2020-06-16
"926","CO",20200616,29299,169,169,26666,143,223857,3902,4045,3.53522867737948,"Colorado",5029196,5758736,2.93467177519511,70.2411084654688,2.76846466704797,66.6002632059072,4.07509734840665,2020-06-16
"927","AZ",20200616,39097,2392,2392,38754,2377,315237,6685,9062,26.2304127124255,"Arizona",6392017,7278717,32.8629344979342,124.499963386404,21.1987909407661,117.218460341294,20.137834656265,2020-06-16
"928","TX",20200616,93206,4098,4098,93206,4098,1255236,29583,33681,12.1670971764496,"Texas",25145561,28995881,14.1330418620493,116.157877734427,7.85973704334074,99.0717070666495,9.06182977169525,2020-06-16
"929","WY",20200616,1089,29,29,866,25,33324,1778,1803,1.38657792567942,"Wyoming",563626,578759,5.01072121556641,311.528632816077,2.93731933326307,155.988934945288,2.88563048474007,2020-06-16
"930","UT",20200616,14937,329,329,14937,329,260763,2433,2762,11.9116582186821,"Utah",2763885,3205958,10.2621431721813,86.1520955670661,10.5963423636331,128.510729086282,8.67364258308084,2020-06-16
"931","KS",20200617,11681,262,262,NA,262,130443,4900,5162,5.07555211158466,"Kansas",2853118,2913314,8.99319469168102,177.186530528463,4.26122474758495,90.1378979402838,4.72749469157656,2020-06-17
"932","NE",20200617,17031,180,180,17031,180,125356,2694,2874,6.26304801670146,"Nebraska",1826341,1934408,9.30517243518431,148.572586548443,8.47804599650125,127.20761523496,6.63431209846387,2020-06-17
"933","NM",20200617,9933,88,88,9933,88,261620,3544,3632,2.42290748898678,"New Mexico",2059179,2096829,4.19681337867799,173.21393399271,5.64117122978146,203.681709040515,2.76486562832311,2020-06-17
"934","CO",20200617,29442,143,143,26795,129,227225,3368,3497,3.6888761795825,"Colorado",5029196,5758736,2.48318380978048,60.7251313482681,2.71636990180782,64.5569907470436,4.05544260111444,2020-06-17
"935","OK",20200617,8904,259,259,8904,259,256528,3368,3627,7.14088778604908,"Oklahoma",3751351,3956971,6.54541061837451,91.6610205129125,5.14101749617501,101.574808465508,31.5763950956938,2020-06-17
"936","AZ",20200617,40924,1827,1827,40577,1823,325269,10032,11855,15.3774778574441,"Arizona",6392017,7278717,25.1005774781462,162.87211056564,21.7306743168375,129.539770997187,18.6949809761366,2020-06-17
"937","WY",20200617,1114,25,25,884,18,33955,631,649,2.77349768875193,"Wyoming",563626,578759,4.31958725479863,112.136485134572,3.30756966938866,160.654089180471,3.12904597579785,2020-06-17
"938","TX",20200617,96335,3129,3129,96335,3129,1273303,18067,21196,14.7622192866579,"Texas",25145561,28995881,10.7911878932046,73.1000378984863,8.16766255278022,102.74907667058,8.56574965896987,2020-06-17
"939","UT",20200617,15344,407,407,15344,407,263348,2585,2992,13.6029411764706,"Utah",2763885,3205958,12.6951132859507,93.3262382102323,11.0508532640076,128.920680094463,9.11445683981802,2020-06-17
"940","KS",20200618,11681,0,0,NA,0,130443,0,0,NA,"Kansas",2853118,2913314,0,0,4.26122474758495,90.1378979402838,4.72749469157656,2020-06-18
"941","NE",20200618,17226,195,195,17226,195,127587,2231,2426,8.03792250618302,"Nebraska",1826341,1934408,10.0806034714497,125.413046265317,8.86945404337806,126.66112098083,6.97115817077573,2020-06-18
"942","NM",20200618,10065,132,132,10065,132,265832,4212,4344,3.03867403314917,"New Mexico",2059179,2096829,6.29522006801699,207.169969511105,5.5526021162704,206.706684917354,2.65165318085652,2020-06-18
"943","OK",20200618,9354,450,450,9354,450,260199,3671,4121,10.9196796893958,"Oklahoma",3751351,3956971,11.3723350512298,104.145317213596,6.23853808524608,101.477331307926,32.6335252565842,2020-06-18
"944","CO",20200618,29673,231,231,27003,208,232543,5318,5526,3.76402461093015,"Colorado",5029196,5758736,4.01129692349154,95.9585575723562,2.91234544723505,68.3164963052077,4.17808797728358,2020-06-18
"945","AZ",20200618,43443,2519,2519,43085,2508,336289,11020,13528,18.5393258426966,"Arizona",6392017,7278717,34.6077474917626,185.856930555206,23.9033492146644,137.585079505476,18.6727445285023,2020-06-18
"946","TX",20200618,99851,3516,3516,99851,3516,1307890,34587,38103,9.22761987245099,"Texas",25145561,28995881,12.125860221319,131.40831968513,9.00029313030456,99.236262458894,9.30728453613154,2020-06-18
"947","UT",20200618,15839,495,495,15839,495,266846,3498,3993,12.396694214876,"Utah",2763885,3205958,15.4400026450752,124.549354670273,11.5276441104789,124.843449958751,9.75606166012922,2020-06-18
"948","WY",20200618,1144,30,30,906,22,35010,1055,1077,2.04271123491179,"Wyoming",563626,578759,5.18350470575835,186.087818936725,3.33225302513037,171.539449062563,2.88142024377758,2020-06-18
"949","KS",20200619,12059,378,378,NA,378,135590,5147,5525,6.84162895927602,"Kansas",2853118,2913314,12.9749144788375,189.646567448617,4.96243894655463,90.7018114569377,5.5601017568682,2020-06-19
"950","NE",20200619,17415,189,189,17415,189,130431,2844,3033,6.23145400593472,"Nebraska",1826341,1934408,9.77043105694352,156.792155532856,8.12356323706566,126.085086496747,6.52968567284043,2020-06-19
"951","NM",20200619,10153,88,88,10153,88,270022,4190,4278,2.05703599812997,"New Mexico",2059179,2096829,4.19681337867799,204.022359477096,4.27175647472582,169.582600338756,2.52158205844485,2020-06-19
"952","OK",20200619,9706,352,352,9706,352,264872,4673,5025,7.00497512437811,"Oklahoma",3751351,3956971,8.89569319562868,126.991074738733,6.70787254767779,102.401559172407,32.9692268522515,2020-06-19
"953","CO",20200619,29901,228,228,27218,215,234545,2002,2217,9.6977898060442,"Colorado",5029196,5758736,3.95920215825139,38.4980315124708,3.11080169576895,63.1504320855595,5.27381323148102,2020-06-19
"954","AZ",20200619,46689,3246,3246,46323,3238,345527,9238,12476,25.9538313562039,"Arizona",6392017,7278717,44.5957714800562,171.403833944911,27.0279187154235,139.416249947818,22.3804347222457,2020-06-19
"955","WY",20200619,1173,29,29,927,21,NA,NA,NA,NA,"Wyoming",563626,578759,5.01072121556641,NA,3.60376993828914,202.243075269672,2.00603062387091,2020-06-19
"956","TX",20200619,103305,3454,3454,103305,3454,1320609,12719,16173,21.3565819575836,"Texas",25145561,28995881,11.9120367475642,55.7768877586441,9.66886099639955,97.0369353002735,10.9066018639453,2020-06-19
"957","UT",20200619,16425,586,586,16425,586,270933,4087,4673,12.5401241172694,"Utah",2763885,3205958,18.2784677778062,145.759863354417,12.6906572967314,127.316523975495,10.4200535811351,2020-06-19
"958","KS",20200620,12059,0,0,NA,0,135590,0,0,NA,"Kansas",2853118,2913314,0,0,4.96243894655463,90.7018114569377,5.5601017568682,2020-06-20
"959","NE",20200620,17591,176,176,17591,176,134263,3832,4008,4.39121756487026,"Nebraska",1826341,1934408,9.09839082551354,207.195172890104,7.96109197232435,129.068649721997,6.37216022903959,2020-06-20
"960","NM",20200620,10260,107,107,10260,107,274342,4320,4427,2.41698667269031,"New Mexico",2059179,2096829,5.10294353998347,211.128327584176,5.00074840900917,199.743789993639,2.50663986047991,2020-06-20
"961","OK",20200620,10037,331,331,10037,331,271925,7053,7384,4.48266522210184,"Oklahoma",3751351,3956971,8.36498422657128,186.607382262847,7.09056064781442,128.247446992012,19.3238933125517,2020-06-20
"962","CO",20200620,30187,286,286,27453,235,242882,8337,8572,2.74148390107326,"Colorado",5029196,5758736,4.96636761956096,148.852109212855,3.38615974060975,81.9074417256379,4.33586032514786,2020-06-20
"963","AZ",20200620,49798,3109,3109,49426,3103,355482,9955,13058,23.763210292541,"Arizona",6392017,7278717,42.71357163632,179.399748609542,30.1073468226416,150.778142435189,19.5039293199793,2020-06-20
"964","TX",20200620,107735,4430,4430,107735,4430,1355663,35054,39484,11.2197345760308,"Texas",25145561,28995881,15.2780320763491,136.171065124733,10.7029980273011,100.053127250335,11.5112794908671,2020-06-20
"965","UT",20200620,17068,643,643,17068,643,275809,4876,5519,11.6506613516941,"Utah",2763885,3205958,20.05640747633,172.148231511455,13.7556387201579,134.102995556577,10.6401323299328,2020-06-20
"966","WY",20200620,1179,6,6,930,3,26162,NA,NA,NA,"Wyoming",563626,578759,1.03670094115167,NA,3.18415289068013,203.250978962458,2.06759561644771,2020-06-20
"967","KS",20200621,12059,0,0,NA,0,135590,0,0,NA,"Kansas",2853118,2913314,0,0,4.96243894655463,90.7018114569377,5.5601017568682,2020-06-21
"968","NE",20200621,17707,116,116,17707,116,136534,2271,2387,4.8596564725597,"Nebraska",1826341,1934408,5.99666668045211,123.396925571027,7.93155174237138,133.861552031866,6.08004145124153,2020-06-21
"969","NM",20200621,10565,305,305,10565,305,282866,8524,8829,3.45452486125269,"New Mexico",2059179,2096829,14.545773642009,421.064378640318,6.43148024264939,234.619581690802,2.63433671204893,2020-06-21
"970","OK",20200621,10515,478,478,10037,0,271925,0,0,NA,"Oklahoma",3751351,3956971,12.079947009973,0,8.24584547841554,112.438096138255,21.9431872463138,2020-06-21
"971","CO",20200621,30349,162,162,27608,155,248037,5155,5310,2.91902071563088,"Colorado",5029196,5758736,2.8131173229681,92.2077344750654,3.30429653808951,83.3789121184133,4.13345466664544,2020-06-21
"972","AZ",20200621,52390,2592,2592,52018,2592,367354,11872,14464,17.9203539823009,"Arizona",6392017,7278717,35.6106714960892,198.716339706572,32.7746143801363,160.240171055264,20.24474758121,2020-06-21
"973","TX",20200621,111601,3866,3866,111601,3866,1414579,58916,62782,6.15781593450352,"Texas",25145561,28995881,13.3329282183218,216.520408536647,11.6996913162548,113.413645594303,11.6527280403773,2020-06-21
"974","UT",20200621,17462,394,394,17462,394,278933,3124,3518,11.1995451961342,"Utah",2763885,3205958,12.2896182669891,109.733190515908,14.0319100517581,127.806682789624,11.2782224699258,2020-06-21
